,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,LATITUDE,LONGITUDE,LocationID,ACCESS2,ARTHRITIS,BINGE,BPHIGH,BPMED,CANCER,CASTHMA,CERVICAL,CHD,CHECKUP,CHOLSCREEN,COGNITION,COLON_SCREEN,COPD,COREM,COREW,CSMOKING,DENTAL,DEPRESSION,DIABETES,DISABILITY,GHLTH,HEARING,HIGHCHOL,INDEPLIVE,KIDNEY,LPA,MAMMOUSE,MHLTH,MOBILITY,OBESITY,PHLTH,SELFCARE,SLEEP,STROKE,TEETHLOST,VISION,Geolocation,TotalPopulation,PRICE_cat2,PROPERTY TYPE_Condo/Co-op,PROPERTY TYPE_Mobile/Manufactured Home,PROPERTY TYPE_Multi-Family (2-4 Unit),PROPERTY TYPE_Multi-Family (5+ Unit),PROPERTY TYPE_Single Family Residential,PROPERTY TYPE_Townhouse,STATE OR PROVINCE_ME,STATE OR PROVINCE_NH,STATE OR PROVINCE_VT
466,250000,5.0,3.0,3000.0,19602.0,1900.0,77,83.0,44.6185005,-67.8114672,4643.0,10.0,33.4,15.7,37.4,79.0,8.1,11.9,81.8,8.5,78.3,61.3,16.7,74.1,11.2,50.4,42.3,21.7,56.6,26.9,12.3,35.5,18.2,9.0,41.1,9.0,3.5,32.3,78.6,18.1,16.6,37.6,14.0,4.8,35.1,3.8,21.3,5.9,(-67.80772932 44.59245866),1018.0,Low,0,0,1,0,0,0,1,0,0
468,629000,3.0,1.0,1200.0,23086.0,2005.0,78,524.0,45.6756187,-67.8095967,4424.0,10.7,36.7,13.3,41.8,81.1,9.0,12.4,81.9,10.2,79.9,62.1,18.4,72.8,13.5,47.1,38.6,24.4,53.8,26.6,14.9,40.1,21.6,10.8,42.9,10.7,4.1,37.1,78.9,18.4,20.4,40.4,16.0,6.0,35.5,4.6,25.4,7.3,(-67.86817377 45.67058725),823.0,High,0,0,0,0,1,0,1,0,0
469,375000,3.0,1.0,2100.0,557568.0,1940.0,78,179.0,44.4940528,-67.9036624,4680.0,9.4,31.1,16.6,35.0,77.4,7.6,11.8,82.2,7.5,77.6,60.3,16.2,74.3,10.1,53.2,43.2,20.7,58.4,26.8,11.1,33.5,16.8,8.1,39.4,8.4,3.3,30.3,80.1,18.0,15.0,36.7,13.0,4.3,34.7,3.4,20.2,5.4,(-67.94593191 44.50952278),1131.0,Low,0,0,0,0,1,0,1,0,0
470,279900,4.0,1.0,3000.0,65340.0,1920.0,78,93.0,44.6197333,-67.806951,4643.0,10.0,33.4,15.7,37.4,79.0,8.1,11.9,81.8,8.5,78.3,61.3,16.7,74.1,11.2,50.4,42.3,21.7,56.6,26.9,12.3,35.5,18.2,9.0,41.1,9.0,3.5,32.3,78.6,18.1,16.6,37.6,14.0,4.8,35.1,3.8,21.3,5.9,(-67.80772932 44.59245866),1018.0,Low,0,0,0,0,1,0,1,0,0
471,259900,2.0,1.0,1272.0,87120.0,1985.0,78,204.0,45.01404,-67.2830474,4666.0,8.1,35.1,15.1,38.8,80.4,9.0,11.5,83.7,8.6,79.8,66.3,14.8,75.5,10.7,53.8,43.4,19.6,60.5,25.5,12.3,34.3,16.9,9.2,41.7,8.2,3.7,30.7,79.6,16.5,16.4,36.7,13.5,4.4,34.1,3.8,18.7,5.3,(-67.23370552 45.00712519),1172.0,Low,0,0,0,0,1,0,1,0,0
473,249900,3.0,2.0,4618.0,5227.0,1900.0,79,54.0,45.179524,-67.256348,4619.0,9.4,33.9,15.4,37.5,79.7,8.8,12.0,81.8,8.7,78.8,61.4,17.0,73.5,11.2,51.0,39.2,20.1,57.6,26.8,12.1,37.0,18.2,9.6,41.0,9.6,3.8,32.3,79.3,18.2,17.4,35.9,14.0,4.8,34.3,4.0,22.1,6.1,(-67.22227795 45.1215824),3121.0,Low,0,0,1,0,0,0,1,0,0
474,235000,4.0,1.5,2800.0,16552.0,1840.0,79,84.0,45.1865221,-67.2713894,4619.0,9.4,33.9,15.4,37.5,79.7,8.8,12.0,81.8,8.7,78.8,61.4,17.0,73.5,11.2,51.0,39.2,20.1,57.6,26.8,12.1,37.0,18.2,9.6,41.0,9.6,3.8,32.3,79.3,18.2,17.4,35.9,14.0,4.8,34.3,4.0,22.1,6.1,(-67.22227795 45.1215824),3121.0,Low,0,0,0,0,1,0,1,0,0
475,530000,3.0,2.0,2000.0,398574.0,1860.0,80,265.0,44.8495349,-66.9966394,4652.0,9.2,37.9,13.9,41.6,82.1,9.8,11.8,82.1,10.0,80.5,66.6,15.9,74.7,12.5,51.2,40.6,20.4,58.1,25.6,13.8,37.7,19.5,10.5,43.7,9.4,4.2,33.4,79.8,16.6,19.3,36.8,15.0,5.3,33.8,4.5,21.3,6.4,(-67.00635494 44.81750321),1690.0,High,0,0,0,0,1,0,1,0,0
478,229999,3.0,1.0,2100.0,24829.0,1900.0,82,110.0,44.8505433,-67.0004897,4652.0,9.2,37.9,13.9,41.6,82.1,9.8,11.8,82.1,10.0,80.5,66.6,15.9,74.7,12.5,51.2,40.6,20.4,58.1,25.6,13.8,37.7,19.5,10.5,43.7,9.4,4.2,33.4,79.8,16.6,19.3,36.8,15.0,5.3,33.8,4.5,21.3,6.4,(-67.00635494 44.81750321),1690.0,Low,0,0,0,0,1,0,1,0,0
482,419000,3.0,1.0,1404.0,222155.0,1905.0,83,298.0,45.0886594,-67.1164249,4671.0,9.3,36.1,14.4,40.5,80.9,8.9,12.0,82.0,9.8,79.7,63.9,16.9,71.6,12.2,51.4,40.6,21.5,56.3,26.5,13.8,37.8,19.6,10.4,42.3,9.8,4.0,33.4,79.0,17.7,18.6,38.0,14.9,5.5,34.8,4.3,22.6,6.6,(-67.16716764 45.06306715),576.0,High,0,0,0,0,1,0,1,0,0
483,189000,4.0,1.0,1597.0,23958.0,1920.0,84,118.0,44.5418322,-67.5850596,4649.0,10.0,36.4,14.3,40.6,81.4,9.3,11.7,81.6,9.9,79.7,63.3,16.9,74.0,12.4,50.5,39.2,21.6,55.7,26.1,13.5,38.3,19.7,10.6,42.8,9.9,4.1,34.6,79.5,17.5,19.1,37.5,14.9,5.3,34.5,4.4,23.2,6.7,(-67.60237928 44.57719166),1370.0,Low,0,0,0,0,1,0,1,0,0
487,125000,3.0,1.0,960.0,65340.0,1974.0,88,130.0,44.6568054,-67.5792359,4648.0,10.0,33.0,15.8,37.2,78.5,7.7,12.0,82.0,8.2,78.0,60.2,17.2,72.2,11.3,49.3,40.3,23.0,55.4,27.3,12.2,35.7,18.6,8.8,40.3,9.3,3.4,33.2,79.9,18.6,16.8,38.5,14.3,5.0,35.7,3.7,22.2,6.2,(-67.629568 44.6567169),580.0,Low,0,0,0,0,1,0,1,0,0
491,239000,2.0,1.0,940.0,105850.0,1993.0,91,254.0,44.4928479,-67.8985421,4680.0,9.4,31.1,16.6,35.0,77.4,7.6,11.8,82.2,7.5,77.6,60.3,16.2,74.3,10.1,53.2,43.2,20.7,58.4,26.8,11.1,33.5,16.8,8.1,39.4,8.4,3.3,30.3,80.1,18.0,15.0,36.7,13.0,4.3,34.7,3.4,20.2,5.4,(-67.94593191 44.50952278),1131.0,Low,0,0,0,0,1,0,1,0,0
492,199500,1.0,1.0,1200.0,7405.0,1860.0,93,166.0,44.530544,-67.610237,4649.0,10.0,36.4,14.3,40.6,81.4,9.3,11.7,81.6,9.9,79.7,63.3,16.9,74.0,12.4,50.5,39.2,21.6,55.7,26.1,13.5,38.3,19.7,10.6,42.8,9.9,4.1,34.6,79.5,17.5,19.1,37.5,14.9,5.3,34.5,4.4,23.2,6.7,(-67.60237928 44.57719166),1370.0,Low,0,0,0,0,1,0,1,0,0
495,129900,3.0,2.0,1682.0,65340.0,2000.0,98,77.0,44.71276,-67.374761,4655.0,9.4,30.6,17.8,35.2,77.1,7.7,11.0,83.3,7.5,77.0,60.2,15.2,75.0,9.6,53.8,44.3,20.1,58.4,25.3,11.0,32.7,15.9,8.2,39.7,7.7,3.2,29.6,79.0,17.1,14.3,36.7,12.5,4.0,34.9,3.3,19.0,5.0,(-67.40496408 44.65410125),1119.0,Low,0,1,0,0,0,0,1,0,0
496,175000,3.0,2.0,960.0,14810.0,2013.0,99,182.0,44.9317902,-67.0298486,4631.0,8.2,38.6,13.3,42.3,82.7,10.1,11.7,82.0,10.2,81.3,68.1,15.3,75.4,12.3,52.0,41.2,19.5,59.2,25.3,14.1,37.6,19.1,10.6,43.7,9.2,4.2,32.8,80.0,16.3,19.2,36.7,14.7,5.2,33.7,4.5,20.4,6.3,(-67.01038675 44.91655228),1331.0,Low,0,1,0,0,0,0,1,0,0
498,987750,3.0,3.5,2934.0,561924.0,2022.0,100,337.0,44.8131924,-66.9876144,4652.0,9.2,37.9,13.9,41.6,82.1,9.8,11.8,82.1,10.0,80.5,66.6,15.9,74.7,12.5,51.2,40.6,20.4,58.1,25.6,13.8,37.7,19.5,10.5,43.7,9.4,4.2,33.4,79.8,16.6,19.3,36.8,15.0,5.3,33.8,4.5,21.3,6.4,(-67.00635494 44.81750321),1690.0,High,0,0,0,0,1,0,1,0,0
499,130000,1.0,0.5,700.0,1767664.0,2018.0,100,186.0,44.7440773,-67.9668129,4622.0,9.2,35.9,14.5,39.7,80.9,9.2,11.7,82.3,9.3,79.7,64.8,15.9,74.7,11.7,52.8,41.9,20.8,58.2,26.1,13.1,36.4,18.6,9.8,42.3,9.1,3.9,32.6,79.1,17.0,17.9,37.0,14.3,5.0,34.2,4.1,21.2,6.0,(-67.98527892 44.75711841),1412.0,Low,0,0,0,0,1,0,1,0,0
501,220000,3.0,2.0,1812.0,30927.0,1890.0,100,121.0,45.1705797,-67.2844799,4619.0,9.4,33.9,15.4,37.5,79.7,8.8,12.0,81.8,8.7,78.8,61.4,17.0,73.5,11.2,51.0,39.2,20.1,57.6,26.8,12.1,37.0,18.2,9.6,41.0,9.6,3.8,32.3,79.3,18.2,17.4,35.9,14.0,4.8,34.3,4.0,22.1,6.1,(-67.22227795 45.1215824),3121.0,Low,0,0,0,0,1,0,1,0,0
509,1299000,2.0,2.5,1420.0,91476.0,2002.0,104,915.0,44.497258,-67.7384231,4606.0,9.7,34.0,15.6,37.9,79.2,8.2,12.0,81.8,8.6,78.5,61.8,16.6,75.0,11.5,51.5,42.2,22.1,56.6,27.1,12.5,35.7,18.4,9.0,41.4,9.0,3.6,32.5,80.0,18.2,16.9,37.9,14.2,4.8,35.1,3.8,20.9,5.9,(-67.70317352 44.58407605),1272.0,High,0,0,0,0,1,0,1,0,0
510,369000,3.0,2.5,2824.0,146361.0,1978.0,105,131.0,45.1082903,-67.1606454,4619.0,9.4,33.9,15.4,37.5,79.7,8.8,12.0,81.8,8.7,78.8,61.4,17.0,73.5,11.2,51.0,39.2,20.1,57.6,26.8,12.1,37.0,18.2,9.6,41.0,9.6,3.8,32.3,79.3,18.2,17.4,35.9,14.0,4.8,34.3,4.0,22.1,6.1,(-67.22227795 45.1215824),3121.0,Low,0,0,0,0,1,0,1,0,0
511,239900,5.0,2.5,1800.0,558874.0,1900.0,105,133.0,44.6247524,-67.846247,4623.0,9.7,32.4,16.1,36.3,78.0,7.5,12.1,81.7,8.0,77.8,60.3,16.9,72.6,10.9,51.2,41.7,22.5,56.5,27.6,11.9,34.7,18.0,8.4,40.2,8.9,3.3,31.9,80.2,18.7,16.0,38.0,13.9,4.7,35.5,3.6,21.1,5.8,(-67.7249815 44.69889732),1054.0,Low,0,0,0,0,1,0,1,0,0
516,550000,4.0,2.0,2750.0,30491.0,1900.0,107,200.0,44.6956158,-67.3966348,4655.0,9.4,30.6,17.8,35.2,77.1,7.7,11.0,83.3,7.5,77.0,60.2,15.2,75.0,9.6,53.8,44.3,20.1,58.4,25.3,11.0,32.7,15.9,8.2,39.7,7.7,3.2,29.6,79.0,17.1,14.3,36.7,12.5,4.0,34.9,3.3,19.0,5.0,(-67.40496408 44.65410125),1119.0,High,0,0,0,0,1,0,1,0,0
518,185000,6.0,1.5,2400.0,392040.0,1950.0,107,77.0,44.6170382,-67.7605,4606.0,9.7,34.0,15.6,37.9,79.2,8.2,12.0,81.8,8.6,78.5,61.8,16.6,75.0,11.5,51.5,42.2,22.1,56.6,27.1,12.5,35.7,18.4,9.0,41.4,9.0,3.6,32.5,80.0,18.2,16.9,37.9,14.2,4.8,35.1,3.8,20.9,5.9,(-67.70317352 44.58407605),1272.0,Low,0,0,0,0,1,0,1,0,0
520,196900,4.0,1.0,1743.0,2178000.0,1875.0,108,113.0,45.2167279,-67.5572701,4668.0,11.8,31.2,16.6,36.7,74.6,6.9,13.3,81.5,8.2,77.1,56.6,20.0,69.6,11.3,47.5,39.9,27.5,51.8,27.8,13.3,39.6,21.5,9.2,38.2,10.9,3.6,34.3,77.9,21.0,17.8,40.6,15.4,5.5,38.4,4.0,25.6,7.3,(-67.59022932 45.20968349),1680.0,Low,0,0,0,0,1,0,1,0,0
521,389000,3.0,1.5,2640.0,217800.0,1910.0,108,147.0,44.9018532,-67.6436165,4686.0,11.0,40.9,12.8,46.0,83.3,9.7,12.3,80.4,12.2,80.8,64.8,18.5,73.3,15.4,47.1,36.8,25.3,51.2,26.8,16.8,42.8,23.9,12.6,45.4,11.5,4.6,38.8,82.1,18.1,23.0,40.3,17.6,6.9,35.8,5.3,26.2,8.3,(-67.69907459 44.98535114),114.0,Low,0,0,0,0,1,0,1,0,0
522,184500,4.0,1.5,2100.0,17424.0,1870.0,108,88.0,44.7173205,-67.4594157,4654.0,10.2,31.9,15.6,36.0,78.6,7.8,12.4,79.9,8.5,77.9,57.1,18.5,72.9,11.2,50.1,39.0,21.1,55.1,28.1,12.0,37.4,18.7,9.3,40.4,10.0,3.6,33.1,79.4,19.8,17.0,36.6,14.0,5.0,34.8,3.8,23.5,6.5,(-67.52323389 44.7504547),3424.0,Low,0,0,0,0,1,0,1,0,0
523,144000,3.0,2.0,1450.0,21780.0,1956.0,109,99.0,45.155281,-67.416599,4694.0,9.6,35.3,15.3,39.2,79.7,8.5,12.0,82.3,9.0,78.9,62.7,17.0,72.8,12.0,51.3,41.2,22.7,56.0,27.0,13.0,36.8,19.1,9.5,41.5,9.5,3.8,33.4,79.0,18.2,18.0,38.6,14.8,5.2,35.7,4.1,22.4,6.3,(-67.4665085 45.08979902),2376.0,Low,0,0,0,0,1,0,1,0,0
524,218900,3.0,2.5,1908.0,6098.0,1920.0,110,115.0,44.7171977,-67.4552502,4654.0,10.2,31.9,15.6,36.0,78.6,7.8,12.4,79.9,8.5,77.9,57.1,18.5,72.9,11.2,50.1,39.0,21.1,55.1,28.1,12.0,37.4,18.7,9.3,40.4,10.0,3.6,33.1,79.4,19.8,17.0,36.6,14.0,5.0,34.8,3.8,23.5,6.5,(-67.52323389 44.7504547),3424.0,Low,0,0,0,0,1,0,1,0,0
526,225900,3.0,1.5,2100.0,5662.0,1925.0,110,108.0,44.5306799,-67.610793,4649.0,10.0,36.4,14.3,40.6,81.4,9.3,11.7,81.6,9.9,79.7,63.3,16.9,74.0,12.4,50.5,39.2,21.6,55.7,26.1,13.5,38.3,19.7,10.6,42.8,9.9,4.1,34.6,79.5,17.5,19.1,37.5,14.9,5.3,34.5,4.4,23.2,6.7,(-67.60237928 44.57719166),1370.0,Low,0,0,0,0,1,0,1,0,0
527,1250000,2.0,1.0,1012.0,25700.0,1978.0,111,1235.0,44.5100493,-67.739936,4606.0,9.7,34.0,15.6,37.9,79.2,8.2,12.0,81.8,8.6,78.5,61.8,16.6,75.0,11.5,51.5,42.2,22.1,56.6,27.1,12.5,35.7,18.4,9.0,41.4,9.0,3.6,32.5,80.0,18.2,16.9,37.9,14.2,4.8,35.1,3.8,20.9,5.9,(-67.70317352 44.58407605),1272.0,High,0,0,0,0,1,0,1,0,0
528,175000,3.0,1.5,1200.0,1350360.0,1960.0,111,146.0,44.6991439,-67.300355,4626.0,10.0,34.9,15.2,39.4,79.9,8.9,11.5,83.9,9.6,78.9,63.5,16.2,75.0,11.7,53.2,40.5,21.5,56.8,25.7,13.0,36.7,18.9,10.3,42.1,9.1,3.9,32.5,79.1,17.0,17.7,37.1,14.4,5.0,34.6,4.2,22.0,6.1,(-67.2168219 44.69019886),507.0,Low,1,0,0,0,0,0,1,0,0
530,99900,3.0,2.0,1800.0,18730.0,1800.0,112,56.0,44.620464,-67.807514,4643.0,10.0,33.4,15.7,37.4,79.0,8.1,11.9,81.8,8.5,78.3,61.3,16.7,74.1,11.2,50.4,42.3,21.7,56.6,26.9,12.3,35.5,18.2,9.0,41.1,9.0,3.5,32.3,78.6,18.1,16.6,37.6,14.0,4.8,35.1,3.8,21.3,5.9,(-67.80772932 44.59245866),1018.0,Low,0,0,0,0,1,0,1,0,0
531,199000,1.0,1.0,672.0,81021.0,2013.0,112,296.0,45.6499743,-67.9300422,4424.0,10.7,36.7,13.3,41.8,81.1,9.0,12.4,81.9,10.2,79.9,62.1,18.4,72.8,13.5,47.1,38.6,24.4,53.8,26.6,14.9,40.1,21.6,10.8,42.9,10.7,4.1,37.1,78.9,18.4,20.4,40.4,16.0,6.0,35.5,4.6,25.4,7.3,(-67.86817377 45.67058725),823.0,Low,0,0,0,0,1,0,1,0,0
535,300000,3.0,1.0,1000.0,85377.0,1900.0,113,300.0,44.6121752,-67.3973786,4655.0,9.4,30.6,17.8,35.2,77.1,7.7,11.0,83.3,7.5,77.0,60.2,15.2,75.0,9.6,53.8,44.3,20.1,58.4,25.3,11.0,32.7,15.9,8.2,39.7,7.7,3.2,29.6,79.0,17.1,14.3,36.7,12.5,4.0,34.9,3.3,19.0,5.0,(-67.40496408 44.65410125),1119.0,Low,0,0,0,0,1,0,1,0,0
536,139000,3.0,2.0,2248.0,10018.0,1870.0,113,62.0,45.1804604,-67.2761763,4619.0,9.4,33.9,15.4,37.5,79.7,8.8,12.0,81.8,8.7,78.8,61.4,17.0,73.5,11.2,51.0,39.2,20.1,57.6,26.8,12.1,37.0,18.2,9.6,41.0,9.6,3.8,32.3,79.3,18.2,17.4,35.9,14.0,4.8,34.3,4.0,22.1,6.1,(-67.22227795 45.1215824),3121.0,Low,0,0,0,0,1,0,1,0,0
537,429000,2.0,2.0,2076.0,217800.0,2023.0,113,207.0,44.5221016,-67.952576,4680.0,9.4,31.1,16.6,35.0,77.4,7.6,11.8,82.2,7.5,77.6,60.3,16.2,74.3,10.1,53.2,43.2,20.7,58.4,26.8,11.1,33.5,16.8,8.1,39.4,8.4,3.3,30.3,80.1,18.0,15.0,36.7,13.0,4.3,34.7,3.4,20.2,5.4,(-67.94593191 44.50952278),1131.0,High,0,0,0,0,1,0,1,0,0
538,129000,1.0,1.0,800.0,36154.0,1990.0,113,161.0,44.9503579,-67.6702709,4686.0,11.0,40.9,12.8,46.0,83.3,9.7,12.3,80.4,12.2,80.8,64.8,18.5,73.3,15.4,47.1,36.8,25.3,51.2,26.8,16.8,42.8,23.9,12.6,45.4,11.5,4.6,38.8,82.1,18.1,23.0,40.3,17.6,6.9,35.8,5.3,26.2,8.3,(-67.69907459 44.98535114),114.0,Low,0,0,0,0,1,0,1,0,0
539,399000,4.0,2.0,1872.0,12196.0,2005.0,116,213.0,44.9301882,-67.0326191,4631.0,8.2,38.6,13.3,42.3,82.7,10.1,11.7,82.0,10.2,81.3,68.1,15.3,75.4,12.3,52.0,41.2,19.5,59.2,25.3,14.1,37.6,19.1,10.6,43.7,9.2,4.2,32.8,80.0,16.3,19.2,36.7,14.7,5.2,33.7,4.5,20.4,6.3,(-67.01038675 44.91655228),1331.0,Low,0,0,0,0,1,0,1,0,0
543,3500000,3.0,1.0,2133.0,9043056.0,1860.0,117,1641.0,44.6004496,-67.4008164,4655.0,9.4,30.6,17.8,35.2,77.1,7.7,11.0,83.3,7.5,77.0,60.2,15.2,75.0,9.6,53.8,44.3,20.1,58.4,25.3,11.0,32.7,15.9,8.2,39.7,7.7,3.2,29.6,79.0,17.1,14.3,36.7,12.5,4.0,34.9,3.3,19.0,5.0,(-67.40496408 44.65410125),1119.0,High,0,0,0,0,1,0,1,0,0
545,2900000,3.0,2.5,4398.0,5445000.0,2001.0,118,659.0,44.9141535,-67.1347648,4666.0,8.1,35.1,15.1,38.8,80.4,9.0,11.5,83.7,8.6,79.8,66.3,14.8,75.5,10.7,53.8,43.4,19.6,60.5,25.5,12.3,34.3,16.9,9.2,41.7,8.2,3.7,30.7,79.6,16.5,16.4,36.7,13.5,4.4,34.1,3.8,18.7,5.3,(-67.23370552 45.00712519),1172.0,High,0,0,0,0,1,0,1,0,0
546,1800000,3.0,2.0,1687.0,1929707.0,1850.0,118,1067.0,44.5694969,-67.6399504,4649.0,10.0,36.4,14.3,40.6,81.4,9.3,11.7,81.6,9.9,79.7,63.3,16.9,74.0,12.4,50.5,39.2,21.6,55.7,26.1,13.5,38.3,19.7,10.6,42.8,9.9,4.1,34.6,79.5,17.5,19.1,37.5,14.9,5.3,34.5,4.4,23.2,6.7,(-67.60237928 44.57719166),1370.0,High,0,0,0,0,1,0,1,0,0
547,329900,4.0,2.0,2352.0,47916.0,1976.0,118,140.0,44.508717,-67.5940299,4611.0,9.8,35.0,15.0,39.3,80.6,8.8,11.8,82.0,9.4,79.1,61.5,16.9,73.7,12.0,51.3,42.1,21.3,55.9,26.4,13.1,37.4,19.1,10.0,42.3,9.5,3.8,33.7,78.6,17.9,18.0,37.2,14.4,5.1,34.3,4.1,23.4,6.4,(-67.57709749 44.46732871),508.0,Low,0,0,0,0,1,0,1,0,0
549,199900,2.0,1.5,1100.0,21780.0,1890.0,119,182.0,44.8289237,-66.9925281,4652.0,9.2,37.9,13.9,41.6,82.1,9.8,11.8,82.1,10.0,80.5,66.6,15.9,74.7,12.5,51.2,40.6,20.4,58.1,25.6,13.8,37.7,19.5,10.5,43.7,9.4,4.2,33.4,79.8,16.6,19.3,36.8,15.0,5.3,33.8,4.5,21.3,6.4,(-67.00635494 44.81750321),1690.0,Low,0,0,0,0,1,0,1,0,0
550,289000,2.0,1.0,876.0,4356.0,1946.0,119,330.0,44.856666,-66.982751,4652.0,9.2,37.9,13.9,41.6,82.1,9.8,11.8,82.1,10.0,80.5,66.6,15.9,74.7,12.5,51.2,40.6,20.4,58.1,25.6,13.8,37.7,19.5,10.5,43.7,9.4,4.2,33.4,79.8,16.6,19.3,36.8,15.0,5.3,33.8,4.5,21.3,6.4,(-67.00635494 44.81750321),1690.0,Low,0,0,0,0,1,0,1,0,0
553,54000,4.0,2.0,2408.0,4791.0,1920.0,121,22.0,45.663232,-67.866637,4424.0,10.7,36.7,13.3,41.8,81.1,9.0,12.4,81.9,10.2,79.9,62.1,18.4,72.8,13.5,47.1,38.6,24.4,53.8,26.6,14.9,40.1,21.6,10.8,42.9,10.7,4.1,37.1,78.9,18.4,20.4,40.4,16.0,6.0,35.5,4.6,25.4,7.3,(-67.86817377 45.67058725),823.0,Low,0,0,0,0,1,0,1,0,0
554,149500,3.0,1.5,1955.0,20037.0,1860.0,122,76.0,44.7132664,-67.4623005,4654.0,10.2,31.9,15.6,36.0,78.6,7.8,12.4,79.9,8.5,77.9,57.1,18.5,72.9,11.2,50.1,39.0,21.1,55.1,28.1,12.0,37.4,18.7,9.3,40.4,10.0,3.6,33.1,79.4,19.8,17.0,36.6,14.0,5.0,34.8,3.8,23.5,6.5,(-67.52323389 44.7504547),3424.0,Low,0,0,0,0,1,0,1,0,0
556,525000,4.0,2.5,2305.0,2787840.0,1947.0,123,228.0,44.6510869,-67.5967543,4648.0,10.0,33.0,15.8,37.2,78.5,7.7,12.0,82.0,8.2,78.0,60.2,17.2,72.2,11.3,49.3,40.3,23.0,55.4,27.3,12.2,35.7,18.6,8.8,40.3,9.3,3.4,33.2,79.9,18.6,16.8,38.5,14.3,5.0,35.7,3.7,22.2,6.2,(-67.629568 44.6567169),580.0,High,0,0,0,0,1,0,1,0,0
557,79900,1.0,0.5,256.0,135036.0,2013.0,123,312.0,45.0566702,-67.1733776,4671.0,9.3,36.1,14.4,40.5,80.9,8.9,12.0,82.0,9.8,79.7,63.9,16.9,71.6,12.2,51.4,40.6,21.5,56.3,26.5,13.8,37.8,19.6,10.4,42.3,9.8,4.0,33.4,79.0,17.7,18.6,38.0,14.9,5.5,34.8,4.3,22.6,6.6,(-67.16716764 45.06306715),576.0,Low,0,0,0,0,1,0,1,0,0
558,549000,5.0,3.0,2689.0,108900.0,1888.0,124,204.0,44.57352,-67.643579,4606.0,9.7,34.0,15.6,37.9,79.2,8.2,12.0,81.8,8.6,78.5,61.8,16.6,75.0,11.5,51.5,42.2,22.1,56.6,27.1,12.5,35.7,18.4,9.0,41.4,9.0,3.6,32.5,80.0,18.2,16.9,37.9,14.2,4.8,35.1,3.8,20.9,5.9,(-67.70317352 44.58407605),1272.0,High,0,0,0,0,1,0,1,0,0
559,395000,2.0,1.0,850.0,174240.0,2005.0,124,465.0,44.555466,-67.659733,4606.0,9.7,34.0,15.6,37.9,79.2,8.2,12.0,81.8,8.6,78.5,61.8,16.6,75.0,11.5,51.5,42.2,22.1,56.6,27.1,12.5,35.7,18.4,9.0,41.4,9.0,3.6,32.5,80.0,18.2,16.9,37.9,14.2,4.8,35.1,3.8,20.9,5.9,(-67.70317352 44.58407605),1272.0,Low,0,0,0,0,1,0,1,0,0
560,150000,2.0,1.0,1170.0,3484.0,1940.0,124,128.0,44.8526473,-66.9955801,4652.0,9.2,37.9,13.9,41.6,82.1,9.8,11.8,82.1,10.0,80.5,66.6,15.9,74.7,12.5,51.2,40.6,20.4,58.1,25.6,13.8,37.7,19.5,10.5,43.7,9.4,4.2,33.4,79.8,16.6,19.3,36.8,15.0,5.3,33.8,4.5,21.3,6.4,(-67.00635494 44.81750321),1690.0,Low,0,0,0,0,1,0,1,0,0
561,399000,3.0,2.5,2160.0,6534.0,1896.0,127,185.0,44.8603476,-66.9848612,4652.0,9.2,37.9,13.9,41.6,82.1,9.8,11.8,82.1,10.0,80.5,66.6,15.9,74.7,12.5,51.2,40.6,20.4,58.1,25.6,13.8,37.7,19.5,10.5,43.7,9.4,4.2,33.4,79.8,16.6,19.3,36.8,15.0,5.3,33.8,4.5,21.3,6.4,(-67.00635494 44.81750321),1690.0,Low,0,0,0,0,1,0,1,0,0
562,305000,3.0,2.0,2227.0,1742400.0,1994.0,127,137.0,44.7043535,-67.7404827,4623.0,9.7,32.4,16.1,36.3,78.0,7.5,12.1,81.7,8.0,77.8,60.3,16.9,72.6,10.9,51.2,41.7,22.5,56.5,27.6,11.9,34.7,18.0,8.4,40.2,8.9,3.3,31.9,80.2,18.7,16.0,38.0,13.9,4.7,35.5,3.6,21.1,5.8,(-67.7249815 44.69889732),1054.0,Low,0,0,0,0,1,0,1,0,0
566,259000,4.0,3.0,3500.0,47916.0,1850.0,131,74.0,44.6069967,-67.9265084,4622.0,9.2,35.9,14.5,39.7,80.9,9.2,11.7,82.3,9.3,79.7,64.8,15.9,74.7,11.7,52.8,41.9,20.8,58.2,26.1,13.1,36.4,18.6,9.8,42.3,9.1,3.9,32.6,79.1,17.0,17.9,37.0,14.3,5.0,34.2,4.1,21.2,6.0,(-67.98527892 44.75711841),1412.0,Low,0,0,1,0,0,0,1,0,0
567,1800000,3.0,2.0,2400.0,2744280.0,1995.0,132,750.0,44.6564519,-67.4349583,4655.0,9.4,30.6,17.8,35.2,77.1,7.7,11.0,83.3,7.5,77.0,60.2,15.2,75.0,9.6,53.8,44.3,20.1,58.4,25.3,11.0,32.7,15.9,8.2,39.7,7.7,3.2,29.6,79.0,17.1,14.3,36.7,12.5,4.0,34.9,3.3,19.0,5.0,(-67.40496408 44.65410125),1119.0,High,0,0,0,0,1,0,1,0,0
